Longitud;Latitud;Name;Nombre_PAF;Departamento;Ciudad
-66.15828333;-17.38487222;BME;MCB665 El Prado 2;COCHABAMBA;COCHABAMBA
-68.13868889;-16.49637778;BME;MLP668 Calle Linares;LA PAZ;LA PAZ
-63.12183889;-17.77023611;BME;MSC670 Pampa de La Isla 2;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.20345556;-17.77289444;BME;MSC685 IC Norte 2;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-66.164175;-17.36861667;BME;MCB687 Cala Cala 2;COCHABAMBA;COCHABAMBA
-63.17828611;-17.79853333;BME;MSC688 Av. El Trompillo;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-65.759875;-19.58318056;BME;MPT689 Antofagasta;POTOSI;POTOSI
-63.19973611;-17.75400556;BME;MSC692 Ventura Mall – Planta Baja 2;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.19973611;-17.75400556;BME;MSC693 Ventura Mall - Primer Nivel 2;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-66.15830278;-17.37295278;BME;MCB694 Centro Cbba;COCHABAMBA;COCHABAMBA
-66.15442116;-17.4005957;BME;MCB695 SAN MARTIN;COCHABAMBA;COCHABAMBA
-64.73348889;-21.53308889;BME;MTJ697 Tarija Centro;TARIJA;TARIJA
-68.13311667;-16.50137778;BME;MLP698 El Prado;LA PAZ;LA PAZ
-68.1639;-16.50598333;BME;MLP701 La Ceja;LA PAZ;EL ALTO
-63.16350442;-17.762344;BME;MSC702 AG MUTUALISTA DISC;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.18360307;-17.81919478;BME;MSC704 Santos Dumont;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-65.24570278;-19.04473056;BME;MSR707 Las Américas;CHUQUISACA;SUCRE
-63.14566667;-17.82206944;BME;MSC714 Plan 3000;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.10460834;-17.76564819;BME;MSC722 Fidalga cotoca 2;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-68.18497755;-16.57966784;BME;MLP785 Senkata;LA PAZ;EL ALTO
-65.25491413;-19.03818185;BME;MSR787 SUCRE CAMPESINO BLA 2;CHUQUISACA;SUCRE
-63.14562751;-17.82200224;BME;MSC792 Plan 3000 - 3;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-66.15560833;-17.38719722;BME;MCB618  TIGO BALLIVIAN;COCHABAMBA;COCHABAMBA
-63.20345278;-17.80717778;BME;MSC441 AG GRIGOTA 2;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.20345278;-17.80717778;BME;MSC442 AG GRIGOTA 3;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-68.13005;-16.49733889;BME;MLP794 MERCADO YUNGAS;LA PAZ;LA PAZ
-65.26228254;-19.04498435;BME;MSR619 ARENALES ;CHUQUISACA;SUCRE
-65.25536111;-19.03724444;BME;MSR168 LOS ANGELES;CHUQUISACA;SUCRE
-65.25820556;-19.04727778;BME;MSR171 OF CENTRAL 2;CHUQUISACA;SUCRE
-65.25649444;-19.04135278;BME;MSR172 JUNIN SUCRE;CHUQUISACA;SUCRE
-66.18223611;-17.39368333;BME;MCB795 Hipódromo;COCHABAMBA;COCHABAMBA
-66.15428333;-17.40057778;BME;MCB796 San Martin;COCHABAMBA;COCHABAMBA
-65.26176389;-19.05121389;BME;MSR361 SUPERMERCADO SAS;CHUQUISACA;SUCRE
-68.163825;-16.50598333;BME;MLP799 Ceja;LA PAZ;EL ALTO
-68.07711111;-16.54275;BME;MLP803 21 de Calacoto;LA PAZ;LA PAZ
-68.11759444;-16.49565;BME;MLP805 Villa Copacabana - 2;LA PAZ;LA PAZ
-68.12176944;-16.48224444;BME;MLP806 VILLA FATIMA - 4;LA PAZ;LA PAZ
-63.13236667;-17.82463611;BME;MSC807 Plan 3000 - 2;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.32143056;-17.89151111;BME;MSC808 La Guardia;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-65.25489444;-19.03820833;BME;MSR811 Sucre Campesino;CHUQUISACA;SUCRE
-66.15807347;-17.37296901;BME;MCB816 AGENCIA COCHABAMBA CENTRO;COCHABAMBA;COCHABAMBA
-63.17394078;-17.74576012;BME;MSC814 AG. NORTE;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-66.25654729;-17.39145405;BME;MCB815   INCERCO;COCHABAMBA;COCHABAMBA
-65.26431667;-19.0404;BME;MSR348 CLUB DE TENIS;CHUQUISACA;SUCRE
-64.71341527;-21.54022215;BME;MTJ817 AV. FONT;TARIJA;TARIJA
-67.11312742;-17.9668663;BME;MOR820 COCHABAMBA LA PLATA;ORURO;ORURO
-68.10939325;-16.52991436;BME;MLP821 LOS SARGENTOS.;LA PAZ;LA PAZ
-63.15480387;-17.80563124;BME;MSC825 SURTIDOR SAN LUIS;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.16543456;-17.80471971;BME;MSC826 HOT BURGER SAN AURELIO;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-65.25820556;-19.04728056;BME;MSR167 AG CENTRAL;CHUQUISACA;SUCRE
-68.1223635;-16.48525233;BME;MLP822 AV. BUSCH PLAZA VILLARROEL;LA PAZ;LA PAZ
-68.04701526;-16.53702478;BME;MLP823 CHASQUIPAMPA MERCADO;LA PAZ;LA PAZ
-68.09683378;-16.56121424;BME;MLP824 MALLASILLA MI SÚPER;LA PAZ;MECAPACA
-66.11889135;-17.38233269;BME;MCB827 HIPERMAXI SACABA AV. VILLAZÓN;COCHABAMBA;SACABA
-67.10574794;-17.98049389;BME;MOR828 MULTISALAS;ORURO;ORURO
-68.19393456;-16.49462704;BME;MLP830 UPEA;LA PAZ;EL ALTO
-68.15047851;-16.49559246;BME;MLP831 AV. BAPTISTA CEMENTERIO;LA PAZ;LA PAZ
-63.16203641;-17.74641354;BME;MSC829 GOLAZO;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-66.27966623;-17.39506543;BME;MCB834 AG. QUILLACOLLO BLA 2;COCHABAMBA;QUILLACOLLO
-66.1575959;-17.36584779;BME;MCB832 LAS ISLAS, AV. CIRCUNVALACIÓN;COCHABAMBA;COCHABAMBA
-66.19893713;-17.38583516;BME;MCB833 AV. JUAN PABLO II;COCHABAMBA;COCHABAMBA
-67.1121561;-17.97079035;BME;MOR836 PLATAFORMA AG BOLIVAR.;ORURO;ORURO
-63.18240215;-17.75975803;BME;MSC835 ZOOLÓGICO SCZ 3ER ANILLO INTERNO;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-64.7206172;-21.53005558;BME;MTJ838 COMERCIAL BOULEVARD ;TARIJA;TARIJA
-68.14460833;-16.49534444;BME;MLP144 AG TUMUSLA GARITA;LA PAZ;LA PAZ
-63.18760967;-17.77199541;BME;MSC837 IMCRUZ;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-65.25744418;-19.04575899;BME;MSR839 MULTICENTRO LIBERTADOR;CHUQUISACA;SUCRE
-64.73671046;-21.51413624;BME;MTJ840 ROTONDA LA TORRE;TARIJA;TARIJA
-63.16488142;-17.82346501;BME;MSC841 MERCADO PRIMAVERA;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.18358062;-17.81923195;BME;MSC842 - AG. SANTOS DUMONT;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-68.13566111;-16.50894722;BME;MLP141 PLAZA EL CONDOR;LA PAZ;LA PAZ
-67.10957418;-17.95890683;BME;MOR847   AV. 6 DE OCTUBRE ;ORURO;ORURO
-68.13866403;-16.49170246;BME;MLP853 MONTES;LA PAZ;LA PAZ
-65.26975127;-19.02457853;BME;MSR852 LA SURTIDITA ;CHUQUISACA;SUCRE
-63.18253925;-17.84972236;BME;MSC854 SURTIDOR PALMASOLA ;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-68.08301686;-16.53957176;BME;MLP848 Torre Pacífico ;LA PAZ;LA PAZ
-63.18311124;-17.80045482;BME;MSC857 FIDALGA TROMPILLO;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-68.10701858;-16.56757944;BME;MLP861 CLUB DE GOLF;LA PAZ;ACHOCALLA
-68.13361389;-16.49820833;BCR;Of. Central LPZ 1;LA PAZ;LA PAZ
-68.12206066;-16.48519984;BCR;Plaza Villarroel;LA PAZ;LA PAZ
-63.1341407;-17.79514944;BCR;Ag.V. 1 de Mayo 2;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-68.13361389;-16.49820833;BCR;Of. Central LPZ 2;LA PAZ;LA PAZ
-68.13361389;-16.49820833;BCR;Of. Central LPZ 3;LA PAZ;LA PAZ
-66.20609355;-17.39265409;BCR;Caja Nacional de Salud CBB;COCHABAMBA;COCHABAMBA
-68.08043009;-16.54151608;BCR;Ag. René Moreno 2;LA PAZ;LA PAZ
-68.08029447;-16.54138065;BCR;Ag. René Moreno 1;LA PAZ;LA PAZ
-63.13453822;-17.79784077;BCR;Hiper 1 de Mayo 2;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.18269664;-17.77126631;BCR;Burger King SCZ;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-68.13361389;-16.49820833;BCR;Of. Central LPZ 4;LA PAZ;LA PAZ
-68.11249755;-16.5239614;BCR;Burger King LPZ;LA PAZ;LA PAZ
-63.16058799;-17.54587671;BCR;Venado;SANTA CRUZ;WARNES
-66.15618;-17.37302227;BCR;Ag. America 3;COCHABAMBA;COCHABAMBA
-68.1171212;-16.49577175;BCR;Villa Copacabana;LA PAZ;LA PAZ
-68.1450336;-16.4953986;BCR;Tumusla;LA PAZ;LA PAZ
-68.12614525;-16.50896456;BCR;Belisario Salinas;LA PAZ;LA PAZ
-68.13212778;-16.502825;BCR;Ac. de Ciencias 1;LA PAZ;LA PAZ
-68.13212778;-16.502825;BCR;Ac. de Ciencias 2;LA PAZ;LA PAZ
-67.09502858;-17.95126729;BCR;Nueva Terminal Oruro;ORURO;ORURO
-68.13493611;-16.49534167;BCR;Ag. Comercio 1;LA PAZ;LA PAZ
-68.1642514;-16.50266892;BCR;El Ceibo;LA PAZ;EL ALTO
-66.16503478;-17.41118445;BCR;El Avión;COCHABAMBA;COCHABAMBA
-68.13443156;-16.49558012;BCR;Comercio;LA PAZ;LA PAZ
-68.12694664;-16.50996633;BCR;Plaza Abaroa;LA PAZ;LA PAZ
-68.121375;-16.48043333;BCR;Ag. Villa Fatima;LA PAZ;LA PAZ
-68.19183333;-16.53371111;BCR;Ag. Villa Adela;LA PAZ;EL ALTO
-68.16408056;-16.50740278;BCR;Ag. El Alto 1;LA PAZ;EL ALTO
-68.16408056;-16.50740278;BCR;Ag. El Alto 2;LA PAZ;EL ALTO
-68.12735;-16.50922222;BCR;Ag. Sopocachi 1;LA PAZ;LA PAZ
-68.12735;-16.50922222;BCR;Ag. Sopocachi 2;LA PAZ;LA PAZ
-68.07798611;-16.53995278;BCR;Ag. San Miguel 1;LA PAZ;LA PAZ
-68.07798611;-16.53995278;BCR;Ag. San Miguel 2;LA PAZ;LA PAZ
-68.07674722;-16.54459722;BCR;ESUR;LA PAZ;LA PAZ
-68.08381944;-16.53896667;BCR;Casa Nostra;LA PAZ;LA PAZ
-67.11297695;-17.97063703;BCR;Bolívar;ORURO;ORURO
-68.12308056;-16.50095556;BCR;Ag. Miraflores 1;LA PAZ;LA PAZ
-68.12308056;-16.50095556;BCR;Ag. Miraflores 2;LA PAZ;LA PAZ
-68.13493056;-16.49886111;BCR;Farmacias Bolivia;LA PAZ;LA PAZ
-68.15175278;-16.52377778;BCR;Ag. C. Satélite;LA PAZ;EL ALTO
-68.14776667;-16.49544722;BCR;Calatayud;LA PAZ;LA PAZ
-68.13885833;-16.49773889;BCR;Sagarnaga;LA PAZ;LA PAZ
-63.14365208;-17.75540699;BCR;Yanbal;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-68.07803069;-16.53991506;BCR;Ag. San Miguel 4;LA PAZ;LA PAZ
-68.17465278;-16.49972222;BCR;Ag.16 de Julio 1;LA PAZ;EL ALTO
-63.15884798;-17.76581167;BCR;Híper Mutualista;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-68.16413611;-16.50741667;BCR;Ag. El Alto 3;LA PAZ;EL ALTO
-68.1185;-16.49990278;BCR;Hospital Obrero;LA PAZ;LA PAZ
-68.16197778;-16.50633889;BCR;Franco Valle;LA PAZ;EL ALTO
-68.087175;-16.53238889;BCR;Megacenter Plz.;LA PAZ;LA PAZ
-68.06975833;-16.54546111;BCR;Hiper Los Pinos;LA PAZ;LA PAZ
-68.09035556;-16.5411;BCR;Super de Licor;LA PAZ;LA PAZ
-68.12071111;-16.50375556;BCR;Plaza Triangular;LA PAZ;LA PAZ
-68.16395278;-16.50698056;BCR;6 de Marzo;LA PAZ;EL ALTO
-68.12435278;-16.49888889;BCR;Av. Saavedra;LA PAZ;LA PAZ
-68.17676111;-16.50913056;BCR;Aeropuerto LPZ;LA PAZ;EL ALTO
-68.14203611;-16.50006944;BCR;Gran Poder;LA PAZ;LA PAZ
-68.13671667;-16.49398333;BCR;Perez Velasco 1;LA PAZ;LA PAZ
-68.13671667;-16.49398333;BCR;Perez Velasco 2;LA PAZ;LA PAZ
-68.14071944;-16.48854444;BCR;Terminal de Buses;LA PAZ;LA PAZ
-68.12939444;-16.50605833;BCR;6 de Agosto LPZ;LA PAZ;LA PAZ
-68.07327778;-16.53049722;BCR;Ag. Achumani 2;LA PAZ;LA PAZ
-68.12183056;-16.51183333;BCR;Ag. Arce 2;LA PAZ;LA PAZ
-68.12894444;-16.51458056;BCR;Ecuador;LA PAZ;LA PAZ
-68.13540556;-16.50906667;BCR;Landaeta;LA PAZ;LA PAZ
-68.11715278;-16.49585556;BCR;San Antonio;LA PAZ;LA PAZ
-68.12396111;-16.50974722;BCR;Isabelita;LA PAZ;LA PAZ
-68.07932222;-16.54079444;BCR;Taipinquiri;LA PAZ;LA PAZ
-68.07327778;-16.53049722;BCR;Ag. Achumani 1;LA PAZ;LA PAZ
-68.13304722;-16.50079722;BCR;El Prado;LA PAZ;LA PAZ
-68.14064722;-16.49326111;BCR;Edif. Saiduni;LA PAZ;LA PAZ
-68.13941111;-16.49726944;BCR;Illampu;LA PAZ;LA PAZ
-68.13530556;-16.50193889;BCR;Yacuma;LA PAZ;LA PAZ
-68.12194722;-16.49099722;BCR;Mercado Haití;LA PAZ;LA PAZ
-67.11555278;-17.96981389;BCR;Of. Central ORU 1;ORURO;ORURO
-67.11555278;-17.96981389;BCR;Of.Central ORU 2;ORURO;ORURO
-67.1046;-17.961775;BCR;Terminal de Oruro;ORURO;ORURO
-67.10981111;-17.96734444;BCR;Pagador;ORURO;ORURO
-65.25906389;-19.04825556;BCR;Of. Central SCR 2;CHUQUISACA;SUCRE
-65.25906389;-19.04825556;BCR;Of. Central SCR 1;CHUQUISACA;SUCRE
-65.25483889;-19.03321111;BCR;Ag. Mcdo. Campesino;CHUQUISACA;SUCRE
-65.25846389;-19.04575;BCR;San Francisco;CHUQUISACA;SUCRE
-63.1957;-17.801075;BCR;Hiper Plaza;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.18412222;-17.814075;BCR;Hiper Sur 2;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.18412222;-17.814075;BCR;Hiper Sur 1;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.18160556;-17.78213611;BCR;BCP Of. Central 2;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.18160556;-17.78213611;BCR;Of. Central SCZ 1;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.14030278;-17.64797222;BCR;Aeropuerto SCZ;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.18195;-17.77553889;BCR;BCP Ag. El Cristo;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.18575833;-17.78713056;BCR;Ag. 7 Calles 1;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.18575833;-17.78713056;BCR;Ag. 7 Calles 2;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.20473576;-17.78862525;BCR;BCP - Chiriguano;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.20479996;-17.7885929;BCR;BCP Agencia Chiriguano 2;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.16801704;-17.50957504;BCR;Warnes;SANTA CRUZ;WARNES
-63.2084;-17.81051667;BCR;Hiper Oeste;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.16935833;-17.79907778;BCR;Hamburguesas Toby;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.16077222;-17.79490833;BCR;BCP Hípermaxi 3 Pasos al Frente;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.18077222;-17.79350833;BCR;BCP Plaza Blacud;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.18423611;-17.82048056;BCR;Pollos Ross;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.12367778;-17.77088056;BCR;BCP Hipermaxi Pampa de la Isla;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.18914167;-17.78196667;BCR;Cosmet;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.15358889;-17.76817222;BCR;Tero Tero;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.20628333;-17.78835;BCR;Andina;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.17234444;-17.7827;BCR;Argomoza;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-64.73038611;-21.53468889;BCR;BCP Mercado Negro;TARIJA;TARIJA
-63.18379167;-17.78320556;BCR;Farmacia Gutiérrez;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.16120278;-17.78881111;BCR;Estación Bimodal;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.17886111;-17.79874722;BCR;Ag.C.Center SCZ 1;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.17886111;-17.79874722;BCR;Ag. Cine Center SCZ 2;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.25617778;-17.34285556;BCR;Ag. Montero;SANTA CRUZ;MONTERO
-63.17340278;-17.77641111;BCR;Avión Pirata;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.17144722;-17.75448889;BCR;Hamacas;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.17586389;-17.75055833;BCR;Mall Plaza;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.1791;-17.75898333;BCR;Norte;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.19268056;-17.79509722;BCR;BCP Agencia La Ramada;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.16180833;-17.76407222;BCR;Ag. Mutualista;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-64.90302988;-14.83443557;BCR;Of. Central TDD 1;BENI;TRINIDAD
-65.75236111;-19.58804722;BCR;BCP Boulevard;POTOSI;POTOSI
-65.75236111;-19.58804722;BCR;Of. Central PTS 2;POTOSI;POTOSI
-65.75412222;-19.58900556;BCR;BCP CASA DE LA MONEDA;POTOSI;POTOSI
-65.75669722;-19.58584167;BCR;Av. Camacho;POTOSI;POTOSI
-64.73402222;-21.53213333;BCR;Of.Central TJA 1;TARIJA;TARIJA
-64.73471667;-21.53374167;BCR;BCP Plaza Principal;TARIJA;TARIJA
-64.733075;-21.531725;BCR;BCP Sucre;TARIJA;TARIJA
-64.72514444;-21.54168333;BCR;Terminal TJA;TARIJA;TARIJA
-64.7239;-21.53759444;BCR;Ag. Av. La Paz;TARIJA;TARIJA
-66.15711389;-17.37808611;BCR;Aniceto Padilla;COCHABAMBA;COCHABAMBA
-68.12083056;-16.49469167;BCR;Monumento Busch;LA PAZ;LA PAZ
-65.76021667;-19.58286389;BCR;BCP Av. Antofagasta;POTOSI;POTOSI
-68.17465278;-16.49972222;BCR;Ag. 16 de Julio 2;LA PAZ;EL ALTO
-68.12183056;-16.51183333;BCR;Ag. Arce 1;LA PAZ;LA PAZ
-63.25617778;-17.34285556;BCR;Ag. Montero 2;SANTA CRUZ;MONTERO
-63.20340556;-17.77254722;BCR;BCP - IC Norte;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-66.15784444;-17.385525;BCR;Ag. Prado 2;COCHABAMBA;COCHABAMBA
-68.13193056;-16.49410833;BCR;Identificaciones;LA PAZ;LA PAZ
-68.122275;-16.51129722;BCR;Multicine;LA PAZ;LA PAZ
-66.17554167;-17.371675;BCR;Melchor Perez;COCHABAMBA;COCHABAMBA
-68.081425;-16.53864722;BCR;Ag. Calacoto;LA PAZ;LA PAZ
-63.16655;-17.72854444;BCR;BCP - Supercenter;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-66.28139722;-17.39576111;BCR;BCP - Quillacollo 2;COCHABAMBA;QUILLACOLLO
-66.15129444;-17.38003333;BCR;Ag. Cine Center CBB 2;COCHABAMBA;COCHABAMBA
-68.14460278;-16.49539167;BCR;Ag. Tumusla 1;LA PAZ;LA PAZ
-63.16102222;-17.76511944;BCR;Mutualista;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.20128056;-17.76023889;BCR;Repsol;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-66.15894167;-17.39266944;BCR;BCP - Ayacucho;COCHABAMBA;COCHABAMBA
-68.07940278;-16.54051944;BIS;AV. MONTENEGRO;LA PAZ;LA PAZ
-63.20499722;-17.80863056;BCR;BCP Ag. Doble Via la Guardia;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.20499722;-17.80863056;BCR;BCP - Ag. Doble Via la Guardia 2;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-68.13588056;-16.49574722;BCR;Hotel Presidente;LA PAZ;LA PAZ
-63.18611111;-17.75009722;BCR;Hiper Radial 26;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-66.15617222;-17.37302222;BCR;Ag. America 1;COCHABAMBA;COCHABAMBA
-66.15617222;-17.37301389;BCR;Ag. America 2;COCHABAMBA;COCHABAMBA
-64.73402222;-21.53213333;BCR;BCP - Oficina Central 2;TARIJA;TARIJA
-66.15043333;-17.39523056;BCR;FUD;COCHABAMBA;COCHABAMBA
-63.13493889;-17.79846389;BCR;Hipermaxi Villa 1° de Mayo;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-66.17274444;-17.37634722;BCR;BCP - Hiper Juan de la Rosa;COCHABAMBA;COCHABAMBA
-63.16129722;-17.53058611;BCR;PIL SCZ;SANTA CRUZ;WARNES
-63.16834444;-17.75061111;BCR;BCP - Hiper Av. Beni;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-66.17071944;-17.39302778;BCR;Ag. Blanco Galindo;COCHABAMBA;COCHABAMBA
-63.17169167;-17.78758611;BCR;ATM - Ag. Viedma;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.17169167;-17.78758611;BCR;Ag. Viedma 2;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-68.08696111;-16.52453611;BCR;Mercado Irpavi;LA PAZ;LA PAZ
-68.07538611;-16.53470833;BCR;Achumani C.10;LA PAZ;LA PAZ
-68.10233333;-16.52941944;BCR;Obrajes C. 16;LA PAZ;LA PAZ
-68.151575;-16.52424167;BCR;Ciudad Satelite;LA PAZ;EL ALTO
-68.15955833;-16.50983889;BCR;Villa Dolores;LA PAZ;EL ALTO
-68.21050556;-16.52204722;BCR;Villa Adela;LA PAZ;EL ALTO
-68.07425;-16.54025833;BCR;Cota Cota;LA PAZ;LA PAZ
-68.09101944;-16.54594444;BCR;La Florida;LA PAZ;LA PAZ
-66.27270278;-17.39280278;BCR;Terminal Quillacollo;COCHABAMBA;QUILLACOLLO
-66.14755556;-17.38589167;BCR;Aniceto Arce;COCHABAMBA;COCHABAMBA
-66.15305556;-17.41203333;BCR;6 de Agosto CBB;COCHABAMBA;COCHABAMBA
-67.11015;-17.96177222;BCR;Parque de la Union;ORURO;ORURO
-68.12043359;-16.50588222;BCR;Hospital Cossmil;LA PAZ;LA PAZ
-63.20433889;-17.78547222;BCR;Biopet. Roque;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.19068889;-17.79659444;BCR;La Ramada;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.17092778;-17.76898056;BCR;ATM Biopetrol Alemana;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.13413333;-17.79515278;BCR;Ag. Villa 1ro de mayo;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-68.13830833;-16.50163056;BCR;Mercado Rodriguez;LA PAZ;LA PAZ
-68.14404444;-16.49406944;BCR;Uyustus;LA PAZ;LA PAZ
-66.15186944;-17.378425;BCR;Recoleta;COCHABAMBA;COCHABAMBA
-66.18753611;-17.35455833;BCR;Cruce Taquiña;COCHABAMBA;COCHABAMBA
-68.12866389;-16.49734722;BCR;Mercado Yungas;LA PAZ;LA PAZ
-67.10430556;-17.96917778;BCR;Av. del Ejercito;ORURO;ORURO
-65.24558056;-19.04563889;BCR;Av. Las Americas;CHUQUISACA;SUCRE
-66.16634444;-17.36636111;BCR;Av. Simón López;COCHABAMBA;COCHABAMBA
-66.14650278;-17.41926944;BCR;Av. Suecia;COCHABAMBA;COCHABAMBA
-65.76705833;-19.57031944;BCR;C. Satélite PTS;POTOSI;POTOSI
-66.17993056;-17.37179722;BCR;Sarco;COCHABAMBA;COCHABAMBA
-68.13464722;-16.49855556;BCR;Crillon Tours;LA PAZ;LA PAZ
-68.14066111;-16.493275;BCR;Edif. Loza;LA PAZ;LA PAZ
-68.14409444;-16.49665556;BCR;Max Paredes;LA PAZ;LA PAZ
-63.18853333;-17.77225278;BCR;La Ganga;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.20055313;-17.75687731;BCR;Hiper Equipetrol;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.19506944;-17.79020278;BCR;Hiper Pirai;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-68.20382778;-16.49048333;BCR;PIL LPZ;LA PAZ;EL ALTO
-63.22574722;-17.82758333;BCR;Km 6 La Guardia;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-63.2084;-17.81051667;BCR;Hiper Oeste 2;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-65.25275833;-19.04105556;BCR;Jaime Mendoza;CHUQUISACA;SUCRE
-64.89556944;-14.83061111;BCR;Av. Bolivar;BENI;TRINIDAD
-68.20790556;-16.48973056;BCR;Rio Seco;LA PAZ;EL ALTO
-68.10715278;-16.52687222;BCR;Ag. Obrajes 1;LA PAZ;LA PAZ
-68.10715278;-16.52687222;BCR;Ag. Obrajes 2;LA PAZ;LA PAZ
-68.17165556;-16.52368889;BCR;Ag. Villa Bolivar;LA PAZ;EL ALTO
-63.14791111;-17.78023611;BCR;Ag. Virgen de Cotoca;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-64.71294167;-21.53941389;BCR;Av. Font;TARIJA;TARIJA
-64.74138333;-21.52245556;BCR;Mercado Campesino;TARIJA;TARIJA
-63.16344722;-17.78236944;BCR;Biopetrol Virgen de Cotoca;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-65.24542222;-19.02938889;BCR;Marcelo Quiroga;CHUQUISACA;SUCRE
-63.21199167;-17.78553056;BCR;Hiper Roca y Coronado;SANTA CRUZ;SANTA CRUZ DE LA SIERRA
-68.13361389;-16.49820833;BCR;Of. Central LPZ 5;LA PAZ;LA PAZ
-68.13361389;-16.49820833;BCR;Of. Central LPZ 6;LA PAZ;LA PAZ
